Component1_fraction,Component2_fraction,Component3_fraction,Component4_fraction,Component5_fraction,Component1_Contribution_Property1,Component2_Contribution_Property1,Component3_Contribution_Property1,Component4_Contribution_Property1,Component5_Contribution_Property1,Component1_Contribution_Property2,Component2_Contribution_Property2,Component3_Contribution_Property2,Component4_Contribution_Property2,Component5_Contribution_Property2,Component1_Contribution_Property3,Component2_Contribution_Property3,Component3_Contribution_Property3,Component4_Contribution_Property3,Component5_Contribution_Property3,Component1_Contribution_Property4,Component2_Contribution_Property4,Component3_Contribution_Property4,Component4_Contribution_Property4,Component5_Contribution_Property4,Component1_Contribution_Property5,Component2_Contribution_Property5,Component3_Contribution_Property5,Component4_Contribution_Property5,Component5_Contribution_Property5,Component1_Contribution_Property6,Component2_Contribution_Property6,Component3_Contribution_Property6,Component4_Contribution_Property6,Component5_Contribution_Property6,Component1_Contribution_Property7,Component2_Contribution_Property7,Component3_Contribution_Property7,Component4_Contribution_Property7,Component5_Contribution_Property7,Component1_Contribution_Property8,Component2_Contribution_Property8,Component3_Contribution_Property8,Component4_Contribution_Property8,Component5_Contribution_Property8,Component1_Contribution_Property9,Component2_Contribution_Property9,Component3_Contribution_Property9,Component4_Contribution_Property9,Component5_Contribution_Property9,Component1_Contribution_Property10,Component2_Contribution_Property10,Component3_Contribution_Property10,Component4_Contribution_Property10,Component5_Contribution_Property10,WeightedAvg_Property1,WeightedAvg_Property2,WeightedAvg_Property3,WeightedAvg_Property4,WeightedAvg_Property5,WeightedAvg_Property6,WeightedAvg_Property7,WeightedAvg_Property8,WeightedAvg_Property9,WeightedAvg_Property10,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
0.03,0.14,0.34,0.37,0.12,-0.035862084123830504,0.013117880313959471,-0.5365046870062401,-0.11401906089493276,0.12384346357268167,0.03012094526961419,-0.2242350018614446,0.28842939176829346,-0.5306173438984817,-0.10875680730956985,-0.018922007137620003,-0.008702434302275644,0.21556928696333505,-0.41188485554727294,0.017571448927780186,0.009254342045958076,0.04846481565510954,0.537144866019512,-0.11681697434537262,0.10864245817777032,0.027999112617905494,0.03435882509132748,0.26565341833172906,0.3432025642866579,-0.13035617197343413,0.027480720653020343,-0.0542531948740313,0.21345958288361902,0.35736492627201966,-0.13243619137544532,-0.01926971801087555,0.005032009128304341,0.3770147991838107,0.31707008654764773,-0.11418125292061147,-0.003183073205120253,0.1383523716101446,-0.3636926110660192,0.3463341237483998,-0.17241178296492024,0.03747150484150343,0.22755126544472104,-0.26259878252626845,0.6269693688372595,0.09810084679371554,-0.02477992684047459,0.14542770434570548,-0.09514515747127518,0.14650322163831048,0.007586478796171943,-0.5494244881383623,-0.5450588160315885,-0.20636856109605337,0.5866895075529772,0.5408577483541859,0.4116158435591824,0.5656659239282757,-0.05460097187751531,0.7274942033909311,0.17959232046843812,-0.1108003938631303,0.210864024854389,1.351343577016619,1.2486574474433922,-0.2897539564897332,0.9206901510251482,1.3163377081684762,0.3488806704833658,1.1026364135778783,0.500192874106518
0.0,0.5,0.19,0.1,0.21,0.0,-0.03168483415089945,-0.06406261860034981,0.0527269877661247,0.21672606125219293,-0.0,0.2384980599170636,0.27504113365632216,0.12169124642156855,-0.5096300090465734,-0.0,-0.0343370137724124,0.07991845437286932,0.026354431184227853,-0.21854876051424507,0.0,0.5160253002308381,0.09724976041269279,-0.07669812306023112,-0.004279762830932042,-0.0,-0.3225199110683892,0.07840826785649194,-0.1547865150204158,0.3596761686657966,0.0,-0.9265708549160154,0.0213446325757406,0.06415350242710309,0.10892931174037424,-0.0,0.39611126011271425,-0.0019100845241106631,0.16309477317007956,0.026956211580697054,0.0,-0.5916870594448768,-0.12826568866029683,0.025486382566197608,-0.40445734309639714,-0.0,0.4561974191889526,-0.19591098176002986,0.07995581200527527,0.12973034928919042,-0.0,-0.38132371868111153,0.21457044227889993,0.07988226438884949,0.09484742183222497,0.17370559626706836,0.12560043094838091,-0.1466128887295603,0.5322971747523677,-0.0392219895665164,-0.7321434081727975,0.5842521603393802,-1.0989237086353731,0.4699725987233884,0.007976409818862856,-0.0540151132723834,-0.4043699597614654,-1.4254599346032517,0.2583999065615655,-0.7556573711868508,-0.7007881730423206,-1.408745166971643,-0.5704724650340661,-0.2794287814044293,-1.4604952780414988
0.21,0.06,0.18,0.5,0.05,-0.153544342967889,0.05231329401735398,0.031627451227088786,-0.3083807753951545,-0.02576201222313731,0.30951486180228427,-0.04401689277870373,0.013831589064209705,-0.2505211634533608,0.06365720445823661,0.038691723020003586,0.07685890274251136,0.23964794781705806,-0.6090128217995397,-0.06793383776323246,-0.001326836089083687,0.08474020871907292,0.007521104444042916,-0.2694081123557152,0.06338684242880765,0.15719211078564985,0.00659992293613329,0.27946948329734583,0.3368516406911576,-0.031373980192375764,0.05131467559058706,0.14018010595027297,-0.043680213503144966,-0.04660557483323455,-0.05230647208276761,-0.1275725438953102,-0.02789735473932869,-0.06503931333669732,-0.5115071449266242,-0.055948806403675555,0.2519162248600452,0.026246731185870856,-0.03271142526726159,0.4651585767485475,-0.0028353808227819252,0.36408878955104856,-0.08330485260226227,0.1742606089854538,0.2965422302156237,0.04111360767629163,0.17932894759522436,0.008169533224007796,0.22276776742471452,0.08880317635638454,-0.04065470806319754,-0.403746385341738,0.09246559909266608,-0.3217480859831992,-0.1150867928528754,0.7487391775179107,0.0489025211217129,-0.787965163301636,0.7077747267044201,0.7927003838261555,0.45841471653713367,-0.2979770855582561,0.0456297547004174,0.5694319124144656,-0.0789405743981774,-0.3606087082227237,-0.0574093333086074,0.5489566541180202,0.8343143461457881,0.301491399211739,1.2979056157360105
0.15,0.14,0.1,0.46,0.15,-0.06518236278480474,-0.24064535660890587,-0.09078040927150437,-0.9505389598116867,-0.3040142890540139,-0.021531081249599893,-0.05307571035929483,0.11900090726490303,0.1827179910570569,-0.12738515486497096,-0.01014440459079465,0.08312887178552567,-0.13753454379409008,-0.6887981785820446,-0.15407755305427526,0.08739832822728694,-0.08273392732028123,0.10130044836258636,-0.371470193225473,-0.1762311649826622,0.04044541199309873,-0.2316038192174786,-0.01163681231353424,-0.14955392043289015,0.11177486692641837,0.16641269587516033,0.08417832716291083,-0.21626805005344002,-0.39900540480549557,0.25478722605721305,-0.19749632837079914,-0.09156361365091358,-0.18483335787650698,0.6029020355328564,-0.08298007430146602,-0.04419178720984585,-0.04199720328105176,0.07630834655050202,-0.19873450829185618,-0.13119969086511882,0.21317046728987565,-0.021343051983238794,-0.07812427938539328,0.19083907734786112,0.1614342576011935,-0.041392858976731915,0.13056402761467067,-0.04644564767091813,0.5174114179596389,-0.011359264611391395,-1.6511613775309155,0.09972695184809427,-0.907425808235679,-0.4417365089385431,-0.24057427304438594,-0.10989520576365136,0.04602866133317064,-0.33981484309737064,0.4659764708702982,0.5487776743152681,-0.4037933542221131,0.7465908483814262,0.1801902974429741,0.512312096531264,-1.283725803913853,0.5133886151786524,0.1670898266426099,0.450006588446204,0.587835137487112,1.5366411859785951
0.22,0.08,0.2,0.5,0.0,-0.2339048477247357,0.06615312665180106,0.038438910622633105,-0.4582731398165496,0.0,0.03463926693377891,0.05217346053819405,-0.2880319482516949,0.0830928626444013,0.0,-0.18353041459406202,0.1283773363236154,0.11113564524578042,0.2832393619276692,-0.0,0.012014212291043403,0.0564872792467943,-0.12229139361111784,-0.0665947737860429,0.0,-0.2167649553893654,0.016853641650727127,0.08044531550288969,0.33828373473402223,-0.0,0.04560022782705403,-0.06984728566909675,0.3433507484569836,0.8899527334579868,0.0,-0.1569517520970526,-0.11713883580722419,0.49359628665917016,-0.0423124524971552,0.0,-0.4610731716288873,0.003699432503052312,-0.11954588223621668,0.0697242449769087,-0.0,0.22964579807535992,-0.037967073434941996,0.11545529522073375,1.239743453852862,-0.0,0.16994601414025537,0.015872630577416783,-0.19279617480581693,0.2184795143658386,0.0,-0.5875859502668511,-0.11812635813532066,0.33922192890300296,-0.12038467585932303,0.21881773649827363,1.2090564240729276,0.1771932462577382,-0.507195376385143,1.5468774737140136,0.21150198427769382,-1.094044685100389,-0.8906076319985239,0.5410901858986297,-0.7898947063133352,-0.3079355531608395,0.8941731239518154,0.5210461218772947,-0.6339871515693359,1.1202595457179172,0.3890858353604008
0.15,0.22,0.31,0.07,0.25,-0.12002456059553439,-0.27913890099427857,0.34104667401741867,-0.01518872474322521,-0.16102041654999824,0.01604370646600575,-0.07745819142835479,-0.08233412067671814,-0.05516604014332779,0.318286022291183,-0.2286029013172169,0.5485032610073152,0.3895123162170799,-0.026350079762111064,-0.006865053074501375,0.025708401231042434,-0.13598638339865848,-0.4370573719161873,0.03788153622204518,-0.054535118457003325,-0.05111236698551965,0.4638391112749497,-0.11489076072202194,-0.18284288500943618,-0.12787803693609967,0.04312912735109566,0.04917354885071792,0.5824144139442299,-0.015012557166505382,0.28716982312287076,0.20093618326307647,0.16874905950396632,0.14414614835856238,-0.03343696376326632,-0.18293935810710588,-0.17690344750201967,0.106361028231719,0.034318547082884,0.0607866634573115,0.15496314155509466,-0.031011918214175847,-0.10907357033060071,-0.4274298088766818,0.0435513368361096,0.4203879811147239,0.019981891413834076,-0.03524740898837805,-0.10947885964170023,-0.08239529955962822,-0.459168555348887,-0.23432592886561776,0.11937137650878807,0.6761975430705658,-0.5639889363187616,-0.012884938378127708,0.9468743561024088,0.29745506925523296,0.1795259328249895,-0.10357597947062486,-0.6663082321247594,0.6136891209007473,1.4061757663937646,0.1927612245266099,0.1604623475732525,0.6849667885767432,2.1682026304240383,0.1793006844979324,0.1994601752010849,2.306154839141396,-1.3846340904961336
0.5,0.0,0.0,0.5,0.0,-0.35866940552888865,0.0,-0.0,0.31343206791981326,0.0,0.1770889252949189,0.0,0.0,-0.2549958672311253,-0.0,-0.09740705259173355,0.0,-0.0,0.21151813524245755,0.0,-0.03108461490176235,0.0,0.0,-0.5837687871387073,-0.0,-0.4690142674720432,0.0,-0.0,-0.8452768965102712,-0.0,0.4939434971816429,0.0,0.0,-0.4530077118731416,0.0,0.4542862536309858,0.0,-0.0,0.738476725998726,-0.0,-0.1834482860411342,-0.0,0.0,-0.16371819588969386,-0.0,0.7670165545338725,-0.0,0.0,0.1120525633136173,-0.0,-0.6167645853644796,-0.0,-0.0,0.6308297670480768,0.0,-0.04523733760907539,-0.07790694193620637,0.114111082650724,-0.6148534020404697,-1.3142911639823143,0.04093578530850128,1.192762979629712,-0.34716648193082805,0.8790691178474899,0.014065181683597161,-0.9513657027757358,-1.229459580448487,0.7899945421546241,-1.2433093312592265,0.9852305100716432,-0.6856355861432745,0.7654218615532092,-0.3471466317326353,-0.2049485368125859,0.1729296385432962
0.09,0.24,0.33,0.11,0.23,-0.002449204414553556,0.2523874749341269,0.21958424282092132,-0.00041424959207141403,-0.1884781198498409,0.19467713521303126,-0.1546102838419509,-0.058077191365562164,0.13623030676824494,0.1622130404982059,0.000287557218499446,-0.22424537414207424,-0.18616983303296275,0.022424623552235144,0.26888412093403186,0.05563773389173284,-0.19561292532157457,-0.37857059361474055,0.022717507398532486,0.32944262248154815,-0.023300257827879083,-0.3466889956547812,0.7051045026468361,0.21198937539911303,0.13533316502321036,0.09871486219434629,0.09772344440311646,0.24079249779897668,-0.022735577815251765,0.35223147291734164,-0.008141722170872542,0.29730519071133715,-0.15100488827319403,0.10254710543514572,0.18748846525953153,0.026966909856190276,-0.06492253811053156,-0.2917320662776269,0.06556117302456486,0.26433035998458837,0.050141208924521986,-0.25260229925293226,-0.44816838900623013,-0.21597290934267963,-0.49187146525864567,-0.061458433208912824,0.655251083065365,0.18434220780811159,-0.09125199867488994,-0.04276102099294796,0.2806301438985823,0.280433007271969,-0.11881890547027057,-0.1663856551645016,0.6824377895864993,0.7667266994985293,0.4281941509619478,0.00020383847718508097,-1.3584738539359658,0.6441218379967257,0.8125568997763294,1.299084488192499,0.3056710059687234,0.5268213645295324,-1.1739677828331267,1.7962066220523325,0.2901499006130918,-0.0048405215805693,0.9316791682194,-0.5381829452531018
0.11,0.0,0.23,0.5,0.16,0.002098224223369054,0.0,-0.4349066622391521,-0.1400524517133655,-0.1772603675847851,0.09190525920463827,-0.0,-0.21292406988244836,0.5887343895317704,-0.03931106233457253,-0.08540098259787733,-0.0,0.14074874198975984,-0.6265669681910252,-0.08088269231039623,0.020528356450810418,-0.0,0.5072485124912318,0.8207135824562728,-0.13769525518110443,-0.0546165873053844,-0.0,-0.0766702658067615,0.28399435147267876,-0.18906681787505564,0.07731582506437348,-0.0,0.18153414792736586,-0.29494700375577376,0.12044240934524501,0.018123679833319552,-0.0,-0.2956501920522308,-0.13203639232430736,-0.15610288814911774,-0.01659999282917744,0.0,0.3143500838579433,-0.5562920182633923,0.09341592910173756,-0.2196924793927314,-0.0,0.16245495069689986,0.07805065457413175,0.1462744142425075,-0.07484635292893886,-0.0,0.04086671773970504,-0.01422031747721345,-0.0029133375453933917,-0.7501212573139336,0.42840451651938777,-0.6521019011095389,1.2107951962172108,-0.03635931951452279,0.08434537858121059,-0.5656657926923364,-0.16512599813288886,0.16708754012080773,-0.05111329021184067,0.7906062871110022,1.6895890480981235,1.1806075309897817,2.7830125382602864,1.259959783300503,1.4281502862743816,1.1487159321545637,1.031004988319527,0.8937315479178547,2.147936417741619
0.17,0.36,0.16,0.21,0.1,0.08048466857891799,-0.056972992154017174,0.11730420570423097,0.08160587431191317,0.04028072089294954,0.23389362507767852,0.1475791549583125,0.0828585460880252,-0.013338304413650706,0.020826893833202173,-0.03032033357380294,-0.2010637705296232,0.3305526879711485,0.03122490834497777,0.05011070030826936,-0.11242061561348514,0.06106168775860102,-0.2725836914782861,0.1466524795183493,-0.12368750696921671,-0.13849991354114377,0.14942889973582754,-0.1494900512907515,-0.2968368250910791,-0.061247205070475756,0.20383167479024325,0.26889387171155255,0.34260808739017246,0.3417541040473431,-0.0026679089634300502,-0.14590577923480771,-0.3571507116643846,-0.00016610440422188798,-0.33158230044427534,-0.1238907886498049,0.23446378550304517,0.011125802327267339,0.256418624942528,-0.31578279688231814,0.05252683891551163,0.008221589087314955,-0.26615513255962403,0.1846288780083753,0.024655991212008763,-0.13733438938937698,-0.05177125168159848,0.02573607515760529,0.08766768471042703,-0.24880044597030682,0.07739053903280335,0.2627024773339945,0.4718199155435678,0.1805041925209695,-0.3009776467840376,-0.49664509525762257,1.1544198289758811,-0.9586956843974945,0.23875225480603396,-0.185983063641302,-0.10977739875106962,-0.8196620267837595,-0.5893458039272865,-1.721219564534614,-1.4029112792401803,-0.2009849845072714,0.5333900298854009,-1.698792686677841,-1.1644957660632391,-0.1269951201931454,-1.56003727186237
0.0,0.17,0.5,0.15,0.18,0.0,-0.2474970103428275,-0.3443917805906293,-0.10874589240214574,0.10072985701243857,0.0,0.3209140303416211,-0.12980190091095564,-0.1285047618531318,0.22916593604965177,-0.0,0.09806310957622362,-0.5502371634057988,-0.0603012914872342,0.06550702917736133,-0.0,0.30128259314132105,0.2766582279048114,0.0385839193761799,-0.04792399486564221,-0.0,0.07069395831718606,-0.32479537341952586,0.22830355743429465,0.03106069397328069,-0.0,-0.02636401813427161,-0.7665599188050766,-0.04642022990235185,0.14617702656564854,-0.0,0.4735053577151144,0.0647245256395281,0.08886612805520758,-0.23403860392712664,0.0,-0.21157407497923159,0.36275596515024383,-0.12724467632279507,-0.2264189540410905,-0.0,0.11436216625908725,0.16942838498779314,0.05741124271366735,-0.03038217979162289,-0.0,0.2083377713753224,0.30219495560586485,-0.00834090507389568,0.14647565382191868,-0.599904826323164,0.2917733036271854,-0.44696831613944804,0.5686007455566702,0.005262836305235535,-0.6931671402760514,0.39305740748272344,-0.20248174019287332,0.31081961416892484,0.6486674757292101,-0.0340925463424328,1.205514836026746,0.6741134506745607,1.2377754964446903,-0.2005839198748186,-0.178933080238993,0.6517181591861526,0.6332332878520998,-0.6102805760334697,-0.3631928012056241
0.16,0.02,0.29,0.5,0.03,0.14315569467662695,0.02032019886198873,0.2203505333118494,-0.2418510093685465,-0.00048347329104672003,-0.015674485978674,-0.027636075320256786,0.25730471081122086,0.3122971339276633,-0.018999317907187348,0.19363251404857448,0.020004753707875102,-0.3988501770028612,-0.1485926393028691,0.017923078888844257,0.17852453558539477,0.009639875175893308,0.26269915461189125,-0.0742002739824059,-0.0020865822476279156,-0.25159628543575163,0.01049390017837529,0.028470677013435912,0.4542833522061035,0.004198562728575009,0.2791706515212178,-0.002586983848995866,0.4106720204887258,-0.8777437799073309,0.055098992267303575,-0.07521613557903892,0.019164190481774885,-0.614535197199649,0.0455024673336774,0.029179158423756017,0.20702683129472582,0.009948368628680414,-0.08104815805773191,-0.5648113614702981,-0.00748088834567526,-0.05246761860188801,0.00637008879189254,0.19355781861872137,-0.4509721462278098,-0.039156793288848614,-0.10350989266748056,-0.03611327867781717,-0.047271835871799506,0.5024348157778455,-0.02873801574991921,0.14149194419087185,0.507291965532766,-0.3158824696604364,0.3745767091431455,0.2458502066907381,-0.13538909947907957,-0.5959055165394797,-0.43636520795029904,-0.3426686507079325,0.2868017928108291,0.2033081015054394,0.4523602658486566,0.6990267425312199,0.3672194165485786,-0.1436327420667941,0.0101712042611651,0.6761398748967886,-0.1444557541949618,-0.7310697809932998,0.8248402066509333
0.32,0.0,0.2,0.48,0.0,0.24783914939456136,-0.0,0.14463189461629616,0.8098234484032041,-0.0,0.1485903255847509,0.0,0.09928025192117135,0.4447458758254299,0.0,-0.06808627138082927,-0.0,-0.08737756981547751,-0.31333542230076283,0.0,0.1393318637963886,-0.0,0.35675191958685937,0.023684379427497217,0.0,-0.33977004593357746,0.0,-0.051902559746889045,-0.19767552149254983,0.0,0.5194513900383474,0.0,0.21872677536970697,-0.4766887660651785,0.0,-0.6836306808387415,-0.0,0.0257675739993193,0.4169339583212939,0.0,-0.245459668662177,-0.0,0.24515920173847972,0.2176119858644105,0.0,0.3525412760352946,-0.0,-0.18137723890873128,0.01397844825621787,-0.0,0.2816914672760125,-0.0,-0.37112588160330495,0.48504371193997137,0.0,1.2022944924140617,0.6926164533313521,-0.46879926349706963,0.5197681628107452,-0.5893481271730163,0.26148939934287585,-0.2409291485181283,0.2173115189407132,0.18514248538278122,0.39560929761267893,0.2636722863350957,-0.0858004503647729,0.1465916377830747,-0.1152137443938495,0.9082261006410736,-0.0978667403290736,0.13394606960675,0.4832274037538228,-0.4058779704092256,0.2553994231888025
0.02,0.03,0.49,0.43,0.03,0.023123171038410405,-0.05156686213047982,-1.0834077410460756,0.46498076220559154,0.003241123754495805,0.004198232998731048,-0.053804528329301306,-0.10054476660296666,-0.46259106210890055,-0.030684883988455647,-0.007646985061164056,0.009332384816126757,-0.6739192645910413,0.33114593345852383,-0.0415717844402994,-0.027848752288278013,-0.03830489908495851,0.09160479143110906,-0.19026635222305927,-0.006672491393753031,-0.002161359144527376,-0.006105442448743017,0.24786210591507024,0.5072379113350187,-0.03079632255430563,-0.029460952906885343,-0.006766638286741866,-0.4954329940286195,-0.6673637429184296,-0.004075017336118005,0.002051084892560714,0.046656514268470214,-0.04138755481534195,-0.3699390463049967,-0.009912013201754907,-0.00686758606847781,-0.011227704576320044,-0.3880388312639643,0.26826390133833616,-0.02398560930767122,-0.019871083308933463,0.009902051084207357,-0.021762060675133723,-0.9593084708996911,0.04482218105129582,0.017826224789986342,0.01612994717370561,-0.2606752784885023,0.35693804653999106,0.030868024176904596,-0.6436295461780577,-0.643427008030893,-0.3826597158178542,-0.17148770355893977,0.716036893102513,-1.2030993454767942,-0.3725310151610626,-0.16185582987809724,-0.9462173827482552,0.1610869641920853,-1.1608508975600986,-0.3959865516194474,0.9024471989755104,-0.0825678913977441,-0.5246441428951377,-1.319013718523609,0.8756367473901718,0.0867728281223784,-1.5124048512020238,0.2549863858700437
0.15,0.14,0.09,0.5,0.12,0.24587399211737798,0.000310468826404254,0.024788371663893593,0.23297513701715195,0.0975929657169752,0.14637510364709969,-0.042960429101301364,-0.05544151961352538,0.4543275464292938,-0.007967016347324267,0.09713966537690699,0.017834715719124948,-0.041930099802964416,-0.13329545459028905,0.03240997294807626,-0.1319436344260271,-0.008578116073321313,0.030512321660350006,0.0728393964806059,-0.17972464001773197,-0.26838887028500974,-0.29674409834139726,0.149953390753485,-0.11582026722176965,-0.1097112361410536,-0.004820121595692495,-0.007748303562080677,0.17564129418998556,-0.0873707926121857,0.16616992736702313,-0.018848201207293008,0.21514511561156827,-0.03788277242194504,-0.5432180881988699,-0.23608749761189718,0.027176934413421554,0.21671697619162986,0.03687029404395658,0.5802008025352322,0.07890142659995933,-0.0932113766427978,-0.1991770203050433,-0.006355765277995643,0.4465023725528757,0.07184438164771322,-0.18692819523220564,-0.13703056942907185,0.17795946917389052,-0.2184733637094949,0.09232809677375664,0.601540935341803,0.4943336850142425,-0.027841200349145258,-0.21689467237612448,-0.6407110812357453,0.24187200378704982,-0.6208914438284368,0.9398664337841995,0.21960259197475218,-0.27214456242312524,1.232720257424678,0.8818071087365591,0.4101239819182059,0.3128096615550729,-1.5271720358115422,0.7681036009517099,0.392594240542128,0.6689420056276894,1.12977860979356,1.4884534987900695
0.28,0.06,0.19,0.47,0.0,-0.2172026066371503,0.0007974489277500539,-0.4535854381906472,-0.7133278661791201,0.0,0.15700742951797225,0.09149460896634799,-0.16579293029091538,0.021556978920969055,-0.0,0.8308573550891415,-0.08791374010023305,0.18831723177286963,0.08449939941536534,-0.0,-0.12403194952368081,0.000398159663464584,0.02435637314468875,0.6070398532635349,-0.0,0.043313765203034454,-0.07614003621467601,-0.09437188328209395,0.3569032153130057,0.0,0.2138561491311588,0.042989087890510466,-0.13527482077795927,0.3282209428848897,-0.0,0.1897553268436695,0.00457398404424861,0.147687230030687,-0.28840871193501916,-0.0,0.2894478829680068,-0.04270143691968993,-0.39645914272497446,-0.30476458828231606,0.0,0.3206606375995024,0.04384881636671967,0.0939175004469498,0.8182978466789161,0.0,0.06536939319303252,-0.08493421385670814,0.06539600764421973,0.8555617516269415,0.0,-1.3833184620791676,0.1042660871143739,1.0157602461771436,0.5077624365480075,0.22970506101927018,0.4497913591285997,0.05360782898358596,-0.45447728495897366,1.276724801092088,0.9013929386074856,-1.9662236481234008,-0.8365211278564699,0.7515960739718801,-0.4924547123488296,-1.0821239820018715,-0.1516584238207083,0.7276792100004074,-0.6723301190168953,0.0659588813401248,0.4968885755564474
0.07,0.31,0.17,0.41,0.04,0.16195263863215145,0.3792335283825011,0.030498855614013467,-0.49516282258641175,-0.05790413645525411,0.07250849540736302,-0.011012850812267097,0.1494760318679357,0.26709142111398454,-0.04756210880252083,0.02797985502723188,0.21072547134629233,-0.23380872444995313,-0.5053539081783308,-0.01619086558696818,0.020527219122115352,0.03994996290940514,-0.11334882318343643,-0.6346031594791748,-0.0368610801946153,0.0320640880782941,0.3754102374801317,0.10541328479504897,0.1047680465549317,-0.020433199449516416,0.015039677246176381,0.141711487633441,0.005383297139922008,-0.36189934519895967,-0.0018121428425227882,-0.03619156151946254,0.20675305863399865,-0.09898616386497226,-0.7072948629519638,-0.03805066709073851,-0.010286375580413346,0.2217278335967841,0.033797228570462017,0.2586930368666668,0.016418390453026885,-0.09135384727216432,0.08499457293484725,0.016993881508753826,-0.5196846085081304,0.06748080273822966,0.08007122667286676,-0.2061884436039956,-0.2107404876124592,0.30187929811589204,-0.031387225286972395,0.018618063587000078,0.43050098877449533,-0.5166481718417278,-0.724335880825706,0.59722245745889,-0.20157702602194308,-0.6737701967931384,0.5203501139065264,-0.441569198598464,-0.0663656317146684,-0.8881383945549493,-0.5036186948621342,-0.2101941290815741,-1.3920293282414784,0.2154537921875693,-1.0303569380966868,-0.2160456613891941,-0.6489145663771649,-1.5326007033625038,-0.5547044380034545
0.37,0.0,0.19,0.33,0.11,-0.3800951726504963,0.0,0.3167273568037936,-0.018039510789319108,0.11352317494162487,-0.27487338103808134,0.0,-0.18589981961036767,0.5276981532209204,-0.1491588316203539,-0.13279572304232898,0.0,0.2637358045162692,-0.08036151596608385,-0.015104525540439555,0.033356083710006104,0.0,0.14453195755950585,0.43458552165635317,0.1069969270784916,-0.49580387637006984,0.0,-0.1468147288498189,-0.22586606879892016,0.004319155785421213,0.05480894943154173,-0.0,-0.0916553385368225,-0.4491399846794402,0.08527526030102375,0.2370697939356506,0.0,0.08527034155934674,0.38155857056304293,-0.15641718979822303,0.0380470724698846,-0.0,0.07989869892986598,-0.9052145498062025,0.14190539229396354,0.5394408135127534,-0.0,-0.20360474783238525,-0.023780863685637595,0.08932428038791902,0.6205556951207909,-0.0,0.2385129031957586,0.4423956758866726,0.039047699843023385,0.03211584830560306,-0.08223387904788251,0.03547403996741683,0.7194704900043567,-0.8641655182333877,-0.40071111348369726,0.5474815162598172,-0.6453633861124883,0.4013794823826496,1.3405119740462454,0.3684148837272771,-0.049021627548176,1.0752403057978517,0.7916155054979327,0.7350998676331043,-0.1819635976188091,1.04532009680823,-0.2889004445413011,-0.1298251122156322,0.8924406478211232
0.23,0.16,0.12,0.49,0.0,0.0488460365433532,-0.2321751649705706,-0.07435682618364625,0.7686635806556423,0.0,0.13123274486104666,-0.06689553820588959,-0.13666869912691718,-0.8194859656512097,0.0,0.21502370071563282,-0.24704732324260273,-0.04972544624606312,0.5511032837612393,-0.0,-0.06684960140716704,0.22488735788460545,0.01953053366566434,0.126040803295521,-0.0,-0.44602141346371227,0.042210729168105234,-0.20222554448022814,0.036027586656594314,-0.0,0.018973790373264406,-0.028769052647205022,-0.07645017892593402,0.6368098957938964,0.0,-0.11061678612414197,-0.2930005580381024,0.14505542353264347,-0.8914509934097916,0.0,0.3503812473614606,-0.19419283946090482,0.12950722055215294,-0.7434691263606529,0.0,-0.20949957363267138,0.3972838903099012,-0.01585401127462512,0.7120181452527801,0.0,-0.10408949816952229,0.07462790225879605,0.11896293951318221,-0.2384656211214274,0.0,0.5109776260447787,-0.8918174581229698,0.4693542149882063,0.30360909343862374,-0.5700086421192408,0.5505644545940217,-1.1500129140393924,-0.4577734979079442,0.8839484506553847,-0.14896427751897146,-0.7148001325836172,-1.860919516306958,-0.1521393021862377,-0.7463669023185298,-0.2801284053109115,-0.2422708934770282,-0.1591145189208906,-0.7992131448834399,-0.4227292865431349,0.2200158928817991
0.06,0.09,0.21,0.5,0.14,-0.01831134844874364,-0.07980329375372619,0.01637750844206295,-0.0596957162414648,-0.10035651927745584,-0.010933806819442733,0.13392040023068416,0.25215569386794795,-0.5700481591396425,0.1782401724830625,0.04717524451924842,-0.010460217600305721,-0.05329479350055659,-0.2178061307892976,0.20130589325679618,-0.021094725831598812,-0.10024651481042189,0.010952091456828836,-0.14264977574967055,0.05865573206796577,-0.0728078750886326,-0.032826864929375456,0.19395758533664684,-0.0360135719239198,0.20068534353794654,0.003999631587151602,-0.0679670079767542,0.10671702337953522,-0.04091094475167785,0.06864119832309429,0.053394633775389,-0.03916421932849604,-0.055215159732803505,-0.197579412198047,0.09197504052555829,-0.08544358114952795,0.06254238902904058,0.28115051795393553,-0.1477988392402931,0.02944304135438966,0.11059776669481601,-0.06868224014246875,-0.6866372459243987,-0.5845761979817574,-0.08550810175069153,0.1048815591282055,-0.01096457535527895,-0.31491574832932734,0.1077677000968971,-0.03796212977857264,-0.2417893692793275,-0.01666569937739054,-0.0330800041141153,-0.19438319286689665,0.2529946169326655,0.07047990056134906,-0.14658911695839927,0.13989352794754473,-1.3148060191045003,-0.1511931942380763,0.959053379955814,1.254192689754594,0.8864478372327027,1.0672915974650348,-0.6090014039206414,1.0014534391970935,0.8599370730047597,1.2307689217772324,-0.1088574440490155,1.5731261491356228
